session,era,era_assignment_reason,source_types,source_statuses,source_paths
2025-07-22,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-23,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-24,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-25,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-28,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-29,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-30,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-31,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-08-01,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-08-04,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-08-05,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-08-06,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-08-07,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
